dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,restoration_date_string,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
Vierge de Kaftoun face 1B,peinture,,,Liban§monastère greco-orthodoxe Notre Dame de Kaftoun caza de Koura,"33.83333,35.83333",,,,,,,,,,,,,,,1994§1994,,https://agorha.inha.fr/ark:/54721/4d5997dc-09f6-418b-8110-4a94cce60892,,0221369a-d5cb-4c70-86bf-26369e10a9e5_002§0221369a-d5cb-4c70-86bf-26369e10a9e5_003§0221369a-d5cb-4c70-86bf-26369e10a9e5_004§0221369a-d5cb-4c70-86bf-26369e10a9e5_005§0221369a-d5cb-4c70-86bf-26369e10a9e5_006§0221369a-d5cb-4c70-86bf-26369e10a9e5_007§0221369a-d5cb-4c70-86bf-26369e10a9e5_008§0221369a-d5cb-4c70-86bf-26369e10a9e5_009§0221369a-d5cb-4c70-86bf-26369e10a9e5_010§0221369a-d5cb-4c70-86bf-26369e10a9e5_011§0221369a-d5cb-4c70-86bf-26369e10a9e5_012§0221369a-d5cb-4c70-86bf-26369e10a9e5_013§0221369a-d5cb-4c70-86bf-26369e10a9e5_014§0221369a-d5cb-4c70-86bf-26369e10a9e5_015§0221369a-d5cb-4c70-86bf-26369e10a9e5_016§0221369a-d5cb-4c70-86bf-26369e10a9e5_017§0221369a-d5cb-4c70-86bf-26369e10a9e5_018§0221369a-d5cb-4c70-86bf-26369e10a9e5_019§0221369a-d5cb-4c70-86bf-26369e10a9e5_020§0221369a-d5cb-4c70-86bf-26369e10a9e5_021§0221369a-d5cb-4c70-86bf-26369e10a9e5_022§0221369a-d5cb-4c70-86bf-26369e10a9e5_023§0221369a-d5cb-4c70-86bf-26369e10a9e5_024§0221369a-d5cb-4c70-86bf-26369e10a9e5_025§0221369a-d5cb-4c70-86bf-26369e10a9e5_026§0221369a-d5cb-4c70-86bf-26369e10a9e5_027§0221369a-d5cb-4c70-86bf-26369e10a9e5_028§0221369a-d5cb-4c70-86bf-26369e10a9e5_029§0221369a-d5cb-4c70-86bf-26369e10a9e5_030§0221369a-d5cb-4c70-86bf-26369e10a9e5_031§0221369a-d5cb-4c70-86bf-26369e10a9e5_032§0221369a-d5cb-4c70-86bf-26369e10a9e5_033§0221369a-d5cb-4c70-86bf-26369e10a9e5_034§0221369a-d5cb-4c70-86bf-26369e10a9e5_035,0221369a-d5cb-4c70-86bf-26369e10a9e5_001§0221369a-d5cb-4c70-86bf-26369e10a9e5_036§0221369a-d5cb-4c70-86bf-26369e10a9e5_037§0221369a-d5cb-4c70-86bf-26369e10a9e5_038§0221369a-d5cb-4c70-86bf-26369e10a9e5_039,"Vierge de Kaftoun face 1B, peinture",https://agorha.inha.fr/ark:/54721/0221369a-d5cb-4c70-86bf-26369e10a9e5,0221369a-d5cb-4c70-86bf-26369e10a9e5,Philomène Renard,28/09/2022,10/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/0221369a-d5cb-4c70-86bf-26369e10a9e5,https://agorha.inha.fr/ark:/54721/8f627271-55a7-4519-a720-e44d8be7bf37/doc/3755fd91-e35c-41ae-9f4a-2bb22679fc23/original.jpg
Duplicate 2,peinture,,,Corfou§collection privée Corfou,"39.62441,19.92016",1ère moitié du 15e siècle§2e moitié du 16e siècle,1401§1450§1551§1600,Saint Nicholas alone was painted by Angelos during 1st half of 15th century§The scenes of Saint Nikcholas's life were added during the 2nd half of 16th century,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,,,,,,,,,,,,,a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_001§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_002§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_003§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_004§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_005§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_006§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_007§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_008§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_009§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_010§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_011§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_012§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_013§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_014§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_015§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_016§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_017§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_018§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_019§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_020§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_021§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_022§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_023§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_024§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_025§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_026§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_027§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_028§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_029§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_030§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_031§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_032§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_033§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_034§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_035§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_036§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_037§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_038§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_039§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_040§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_041§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_042§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_043§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_044§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_045§a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b_046,"Akotantos, Angelos 1ère moitié du 15e siècle - , peint par, Duplicate 2, peinture (1ère moitié du 15e siècle - )",http://agorha.inha.fr/ark:/54721/a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b,a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b,Marina Dimaki,02/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/a9060a9f-1bd0-4928-b8f9-dc04ea39aa4b,http://agorha.inha.fr/ark:/54721/9ada3ea1-c943-47a1-97b8-896c0998f1e1/doc/abb52cf4-a522-4e82-a9b5-d640df4e19c0/original.jpg
Duplicate 1,peinture,,,Corfou§collection privée Corfou,"39.62441,19.92016",1ère moitié du 15e siècle§2e moitié du 16e siècle,1401§1450§1551§1600,Saint Nicholas alone was painted by Angelos during 1st half of 15th century§The scenes of Saint Nicholas's life were added during the 2nd half of 16th century,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,,,,,,,,,,,,,214498c6-82f6-4d22-87ef-f39116e13bda_001§214498c6-82f6-4d22-87ef-f39116e13bda_002§214498c6-82f6-4d22-87ef-f39116e13bda_003§214498c6-82f6-4d22-87ef-f39116e13bda_004§214498c6-82f6-4d22-87ef-f39116e13bda_005§214498c6-82f6-4d22-87ef-f39116e13bda_006§214498c6-82f6-4d22-87ef-f39116e13bda_007§214498c6-82f6-4d22-87ef-f39116e13bda_008§214498c6-82f6-4d22-87ef-f39116e13bda_009§214498c6-82f6-4d22-87ef-f39116e13bda_010§214498c6-82f6-4d22-87ef-f39116e13bda_011§214498c6-82f6-4d22-87ef-f39116e13bda_012§214498c6-82f6-4d22-87ef-f39116e13bda_013§214498c6-82f6-4d22-87ef-f39116e13bda_014§214498c6-82f6-4d22-87ef-f39116e13bda_015§214498c6-82f6-4d22-87ef-f39116e13bda_016§214498c6-82f6-4d22-87ef-f39116e13bda_017§214498c6-82f6-4d22-87ef-f39116e13bda_018§214498c6-82f6-4d22-87ef-f39116e13bda_019§214498c6-82f6-4d22-87ef-f39116e13bda_020§214498c6-82f6-4d22-87ef-f39116e13bda_021§214498c6-82f6-4d22-87ef-f39116e13bda_022§214498c6-82f6-4d22-87ef-f39116e13bda_023§214498c6-82f6-4d22-87ef-f39116e13bda_024§214498c6-82f6-4d22-87ef-f39116e13bda_025§214498c6-82f6-4d22-87ef-f39116e13bda_026§214498c6-82f6-4d22-87ef-f39116e13bda_027§214498c6-82f6-4d22-87ef-f39116e13bda_028§214498c6-82f6-4d22-87ef-f39116e13bda_029§214498c6-82f6-4d22-87ef-f39116e13bda_030§214498c6-82f6-4d22-87ef-f39116e13bda_031§214498c6-82f6-4d22-87ef-f39116e13bda_032§214498c6-82f6-4d22-87ef-f39116e13bda_033§214498c6-82f6-4d22-87ef-f39116e13bda_034§214498c6-82f6-4d22-87ef-f39116e13bda_035§214498c6-82f6-4d22-87ef-f39116e13bda_036§214498c6-82f6-4d22-87ef-f39116e13bda_037§214498c6-82f6-4d22-87ef-f39116e13bda_038§214498c6-82f6-4d22-87ef-f39116e13bda_039§214498c6-82f6-4d22-87ef-f39116e13bda_040§214498c6-82f6-4d22-87ef-f39116e13bda_041§214498c6-82f6-4d22-87ef-f39116e13bda_042§214498c6-82f6-4d22-87ef-f39116e13bda_043§214498c6-82f6-4d22-87ef-f39116e13bda_044§214498c6-82f6-4d22-87ef-f39116e13bda_045§214498c6-82f6-4d22-87ef-f39116e13bda_046§214498c6-82f6-4d22-87ef-f39116e13bda_047§214498c6-82f6-4d22-87ef-f39116e13bda_048§214498c6-82f6-4d22-87ef-f39116e13bda_049§214498c6-82f6-4d22-87ef-f39116e13bda_050§214498c6-82f6-4d22-87ef-f39116e13bda_051§214498c6-82f6-4d22-87ef-f39116e13bda_052§214498c6-82f6-4d22-87ef-f39116e13bda_053§214498c6-82f6-4d22-87ef-f39116e13bda_054§214498c6-82f6-4d22-87ef-f39116e13bda_055§214498c6-82f6-4d22-87ef-f39116e13bda_056§214498c6-82f6-4d22-87ef-f39116e13bda_057,"Akotantos, Angelos 1ère moitié du 15e siècle - , peint par, Duplicate 1, peinture (1ère moitié du 15e siècle - )",http://agorha.inha.fr/ark:/54721/214498c6-82f6-4d22-87ef-f39116e13bda,214498c6-82f6-4d22-87ef-f39116e13bda,Marina Dimaki,27/05/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/214498c6-82f6-4d22-87ef-f39116e13bda,http://agorha.inha.fr/ark:/54721/9ada3ea1-c943-47a1-97b8-896c0998f1e1/doc/abb52cf4-a522-4e82-a9b5-d640df4e19c0/original.jpg
Duplicate 3,peinture,,,Corfou§collection privée Corfou,"39.62441,19.92016",1ère moitié du 15e siècle§2e moitié du 16e siècle,1401§1450§1551§1600,Saint Nicholas alone was painted by Angelos during 1st half of 15th century§The scenes of Saint Nicholas's life were added during the 2nd half of 16th century,Crète,"35.15585,24.89502","Akotantos, Angelos§Cretan School§Damaskinos, Michael§Cretan School",,,,,,,,,,,,,,6cff2ab8-27c2-4607-afd5-f27bb056f851_001§6cff2ab8-27c2-4607-afd5-f27bb056f851_002§6cff2ab8-27c2-4607-afd5-f27bb056f851_003§6cff2ab8-27c2-4607-afd5-f27bb056f851_004§6cff2ab8-27c2-4607-afd5-f27bb056f851_005§6cff2ab8-27c2-4607-afd5-f27bb056f851_006§6cff2ab8-27c2-4607-afd5-f27bb056f851_007§6cff2ab8-27c2-4607-afd5-f27bb056f851_008§6cff2ab8-27c2-4607-afd5-f27bb056f851_009§6cff2ab8-27c2-4607-afd5-f27bb056f851_010§6cff2ab8-27c2-4607-afd5-f27bb056f851_011§6cff2ab8-27c2-4607-afd5-f27bb056f851_012§6cff2ab8-27c2-4607-afd5-f27bb056f851_013§6cff2ab8-27c2-4607-afd5-f27bb056f851_014§6cff2ab8-27c2-4607-afd5-f27bb056f851_015§6cff2ab8-27c2-4607-afd5-f27bb056f851_016§6cff2ab8-27c2-4607-afd5-f27bb056f851_017§6cff2ab8-27c2-4607-afd5-f27bb056f851_018§6cff2ab8-27c2-4607-afd5-f27bb056f851_019§6cff2ab8-27c2-4607-afd5-f27bb056f851_020§6cff2ab8-27c2-4607-afd5-f27bb056f851_021§6cff2ab8-27c2-4607-afd5-f27bb056f851_022§6cff2ab8-27c2-4607-afd5-f27bb056f851_023§6cff2ab8-27c2-4607-afd5-f27bb056f851_024§6cff2ab8-27c2-4607-afd5-f27bb056f851_025§6cff2ab8-27c2-4607-afd5-f27bb056f851_026§6cff2ab8-27c2-4607-afd5-f27bb056f851_027§6cff2ab8-27c2-4607-afd5-f27bb056f851_028§6cff2ab8-27c2-4607-afd5-f27bb056f851_029§6cff2ab8-27c2-4607-afd5-f27bb056f851_030§6cff2ab8-27c2-4607-afd5-f27bb056f851_031§6cff2ab8-27c2-4607-afd5-f27bb056f851_032§6cff2ab8-27c2-4607-afd5-f27bb056f851_033§6cff2ab8-27c2-4607-afd5-f27bb056f851_034§6cff2ab8-27c2-4607-afd5-f27bb056f851_035§6cff2ab8-27c2-4607-afd5-f27bb056f851_036§6cff2ab8-27c2-4607-afd5-f27bb056f851_037§6cff2ab8-27c2-4607-afd5-f27bb056f851_038§6cff2ab8-27c2-4607-afd5-f27bb056f851_039§6cff2ab8-27c2-4607-afd5-f27bb056f851_040§6cff2ab8-27c2-4607-afd5-f27bb056f851_041§6cff2ab8-27c2-4607-afd5-f27bb056f851_042§6cff2ab8-27c2-4607-afd5-f27bb056f851_043§6cff2ab8-27c2-4607-afd5-f27bb056f851_044§6cff2ab8-27c2-4607-afd5-f27bb056f851_045§6cff2ab8-27c2-4607-afd5-f27bb056f851_046§6cff2ab8-27c2-4607-afd5-f27bb056f851_047§6cff2ab8-27c2-4607-afd5-f27bb056f851_048§6cff2ab8-27c2-4607-afd5-f27bb056f851_049§6cff2ab8-27c2-4607-afd5-f27bb056f851_050§6cff2ab8-27c2-4607-afd5-f27bb056f851_051§6cff2ab8-27c2-4607-afd5-f27bb056f851_052§6cff2ab8-27c2-4607-afd5-f27bb056f851_053§6cff2ab8-27c2-4607-afd5-f27bb056f851_054§6cff2ab8-27c2-4607-afd5-f27bb056f851_055§6cff2ab8-27c2-4607-afd5-f27bb056f851_056§6cff2ab8-27c2-4607-afd5-f27bb056f851_057,"Akotantos, Angelos 1ère moitié du 15e siècle - , peint par, Duplicate 3, peinture (1ère moitié du 15e siècle - )",http://agorha.inha.fr/ark:/54721/6cff2ab8-27c2-4607-afd5-f27bb056f851,6cff2ab8-27c2-4607-afd5-f27bb056f851,Marina Dimaki,08/06/2022,18/06/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/6cff2ab8-27c2-4607-afd5-f27bb056f851,http://agorha.inha.fr/ark:/54721/9ada3ea1-c943-47a1-97b8-896c0998f1e1/doc/abb52cf4-a522-4e82-a9b5-d640df4e19c0/original.jpg
La Dormition et l'Assomption de la Vierge,peinture,,M.I.453,Musée du Petit Palais Avignon,"43.949317,4.805528",1455-1455,1450§1460,,,,"Anonyme ombrien§Barna da Siena§Gozzoli, Benozzo",,,,,,,,,,,,,d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_004§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_005§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_006§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_007,d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_001§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_002§d3ec26b6-c350-45d6-8f1e-14dadfc54ebf_003,"Anonyme ombrien (peintre) - 1er quart du 15e siècle 1er quart du 15e siècle - , attribué à, La Dormition et l'Assomption de la Vierge, peinture (Vers 1455)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/d3ec26b6-c350-45d6-8f1e-14dadfc54ebf§https://www.pop.culture.gouv.fr/notice/joconde/000PE012758,d3ec26b6-c350-45d6-8f1e-14dadfc54ebf,Philomène Renard,13/05/2005,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/d3ec26b6-c350-45d6-8f1e-14dadfc54ebf,https://agorha.inha.fr/ark:/54721/badc7f36-f429-4ba9-a84f-8ae6780ca24a/doc/301e6c20-5588-4b3a-9fe9-49bb7583095d/original.jpg
La Vierge et l'Enfant sur un trône,peinture,,Cl. 7496,Musée du Petit Palais Avignon,"43.949317,4.805528",1409-1409,1409§1409,,,,Maestro di Narni,,,,,,,,"Le cadre a été rapidement enlevé à Avignon en Juillet 1976. Aucune restauration de la peinture n'a été faite ni avant le dépôt à Avignon en 1976, ni à cette époque-là.",,,,,b752e6b2-847a-48a6-89f6-670a6dc9e248_008§b752e6b2-847a-48a6-89f6-670a6dc9e248_009§b752e6b2-847a-48a6-89f6-670a6dc9e248_010§b752e6b2-847a-48a6-89f6-670a6dc9e248_011§b752e6b2-847a-48a6-89f6-670a6dc9e248_012§b752e6b2-847a-48a6-89f6-670a6dc9e248_013§b752e6b2-847a-48a6-89f6-670a6dc9e248_014§b752e6b2-847a-48a6-89f6-670a6dc9e248_015§b752e6b2-847a-48a6-89f6-670a6dc9e248_016§b752e6b2-847a-48a6-89f6-670a6dc9e248_017,b752e6b2-847a-48a6-89f6-670a6dc9e248_001§b752e6b2-847a-48a6-89f6-670a6dc9e248_002§b752e6b2-847a-48a6-89f6-670a6dc9e248_003§b752e6b2-847a-48a6-89f6-670a6dc9e248_004§b752e6b2-847a-48a6-89f6-670a6dc9e248_005§b752e6b2-847a-48a6-89f6-670a6dc9e248_006§b752e6b2-847a-48a6-89f6-670a6dc9e248_007,"Maestro di Narni , de, La Vierge et l'Enfant sur un trône, peinture (1409)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/b752e6b2-847a-48a6-89f6-670a6dc9e248§https://www.pop.culture.gouv.fr/notice/joconde/000PE012618,b752e6b2-847a-48a6-89f6-670a6dc9e248,Philomène Renard,16/02/2002,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/b752e6b2-847a-48a6-89f6-670a6dc9e248,https://agorha.inha.fr/ark:/54721/f13670ba-d819-4bc7-b5be-121bd7e33e61/doc/a933c238-79b7-4d06-90cf-b24c2be887ce/original.jpg
Saint Évêque,peinture,,Inv. 20204,Musée du Petit Palais Avignon,"43.949317,4.805528",1480-1480,1475§1485,,,,Niccolò da Foligno,,,,,,,,,,,https://agorha.inha.fr/ark:/54721/6b7901fe-6315-4f8c-a418-7701f7211951,,d401af17-b819-41b5-a0b9-469d3cdcc285_004§d401af17-b819-41b5-a0b9-469d3cdcc285_005§d401af17-b819-41b5-a0b9-469d3cdcc285_006§d401af17-b819-41b5-a0b9-469d3cdcc285_007§d401af17-b819-41b5-a0b9-469d3cdcc285_008§d401af17-b819-41b5-a0b9-469d3cdcc285_009§d401af17-b819-41b5-a0b9-469d3cdcc285_010§d401af17-b819-41b5-a0b9-469d3cdcc285_011,d401af17-b819-41b5-a0b9-469d3cdcc285_001§d401af17-b819-41b5-a0b9-469d3cdcc285_002§d401af17-b819-41b5-a0b9-469d3cdcc285_003,"Niccolò da Foligno , de, Saint Évêque, peinture (Vers 1480)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/d401af17-b819-41b5-a0b9-469d3cdcc285§https://www.pop.culture.gouv.fr/notice/joconde/000PE012671,d401af17-b819-41b5-a0b9-469d3cdcc285,Philomène Renard,13/05/2005,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/d401af17-b819-41b5-a0b9-469d3cdcc285,https://agorha.inha.fr/ark:/54721/e3234f58-8439-488b-bd5c-e097ee647e6e/doc/a8ccf0e5-4273-450a-8bee-a34f39b23956/original.jpg
La Crucifixion,peinture,,M.I.422,Musée du Petit Palais Avignon,"43.949317,4.805528",1330-1330,1325§1335,,,,"Pseudo Jacopino di Francesco', ""Jacopino di Francesco de' Bavosi",,,,,,,,,,,,,277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec_004§277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec_005,277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec_001§277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec_002§277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec_003,"Pseudo Jacopino di Francesco , attribué à, La Crucifixion, peinture (Vers 1330)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec§https://www.pop.culture.gouv.fr/notice/joconde/000PE012570,277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec,Philomène Renard,13/05/2005,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/277f7a0a-4aa1-4bbb-9d7b-8e51c1f389ec,https://agorha.inha.fr/ark:/54721/9094b6a7-f8f5-4102-83ee-b545341609f6/doc/7f21e57c-ce7e-4200-9976-2814aa1a42bc/original.jpg
La Vierge et l'Enfant,peinture,,RF 1983 45,Musée du Louvre Paris,"48.860591,2.337582",1420-1425,1420§1425,,,,Giovanni da Modena,,,,,,,,,,,,,175ea62d-999e-4137-8220-e3b2f2cff59c_004§175ea62d-999e-4137-8220-e3b2f2cff59c_005§175ea62d-999e-4137-8220-e3b2f2cff59c_006§175ea62d-999e-4137-8220-e3b2f2cff59c_007,175ea62d-999e-4137-8220-e3b2f2cff59c_001§175ea62d-999e-4137-8220-e3b2f2cff59c_002§175ea62d-999e-4137-8220-e3b2f2cff59c_003,"Giovanni da Modena - Avant 1455, de, La Vierge et l'Enfant, peinture (1420 - 1425)§Ministère de la Culture, Paris§Musée du Louvre (1793 - ), Paris",https://agorha.inha.fr/ark:/54721/175ea62d-999e-4137-8220-e3b2f2cff59c§https://www.pop.culture.gouv.fr/notice/joconde/00000104656§https://collections.louvre.fr/ark:/53355/cl010061716,175ea62d-999e-4137-8220-e3b2f2cff59c,Philomène Renard,13/05/2005,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/175ea62d-999e-4137-8220-e3b2f2cff59c,https://agorha.inha.fr/ark:/54721/c407cd08-dd10-4c31-a81d-3d2a47ae0f26/doc/e5ea67b9-1514-45d9-a3c8-dcc12d3bc779/original.jpg
L'Apparition de la Trinité à saint Jérôme ; Les Derniers moments de saint Jérôme,peinture,,M.I.477,Musée du Petit Palais Avignon,"43.949317,4.805528",1430-1430,1425§1435,,,,Francesco di Antonio di Bartolomeo,,,,,,,,,,,,,307a62da-13f2-4c12-b948-94192de91389_004§307a62da-13f2-4c12-b948-94192de91389_005§307a62da-13f2-4c12-b948-94192de91389_006§307a62da-13f2-4c12-b948-94192de91389_007,307a62da-13f2-4c12-b948-94192de91389_001§307a62da-13f2-4c12-b948-94192de91389_002§307a62da-13f2-4c12-b948-94192de91389_003,"Francesco di Antonio di Bartolomeo , de, L'Apparition de la Trinité à saint Jérôme ; Les Derniers moments de saint Jérôme, peinture (Vers 1430)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/307a62da-13f2-4c12-b948-94192de91389§https://www.pop.culture.gouv.fr/notice/joconde/000PE012537,307a62da-13f2-4c12-b948-94192de91389,Philomène Renard,13/05/2005,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/307a62da-13f2-4c12-b948-94192de91389,https://agorha.inha.fr/ark:/54721/38df0b0c-5eb7-4893-b0b7-5b1a69838b51/doc/2d236f64-c0e7-47ff-8183-05b2fc2be252/original.jpg
